sample_uid	batch	run_accession	experiment_accession	biosample_accession	sra_sample_accession	bioproject_accession	sra_study_accession	geo_accession	pubmed_id	local_path	local_size_bytes	sha256	sha256_matches_prior_inventory	wbcel235_exact	organism	strain	genotype	sex	tissue_or_cell_type	development_stage	condition	assay	library_source	library_selection	library_layout	mean_read_length_bp_derived	read_length_status	strandedness	biological_replicate	technical_replicate	study_title	provided_data_source	sharepoint_paper_lab	provided_stage	sharepoint_stage	ena_sample_stage	provided_tissue	ena_sample_tissue	bigwig_generator	bigwig_reference_genome	bigwig_aligner	bigwig_generation_command	signal_unit	normalization_class	mathematically_convertible_without_source_reads	read_count	base_count	fastq_available	fastq_md5	fastq_file_bytes	fastq_bytes	fastq_ftp	bam_available	bam_bytes	bam_ftp	ena_query_status	metadata_conflict_flags	metadata_evidence_status	include_formal_v2	exclusion_reason
rna_seq:SRR3657225	sharepoint_2026-07-13_new439	SRR3657225	SRX1836926	SAMN05225445	SRS1496361	PRJNA325295	SRP076415	GSE83216	27732864	shared/sharepoint_2026-07-13/training_input_bigwig/SRR3657225.bw	6186599	e9d5f419d84d0fa7afbfa56921b2706f4d53e61390299331ec0b1dc2e00f573d	True	True	Caenorhabditis elegans	him-5	mutated	hermaphrodite		L4		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Developmental transcriptomes of the two sexes in Caenorhabditis elegans during sexual maturation	PRJNA325295		L4					unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	9564114	965975514	True	b68744d0a1aacb54d8d0bb3ffc1facbc	899427581	899427581	ftp.sra.ebi.ac.uk/vol1/fastq/SRR365/005/SRR3657225/SRR3657225.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR3657226	sharepoint_2026-07-13_new439	SRR3657226	SRX1836927	SAMN05225446	SRS1496362	PRJNA325295	SRP076415	GSE83216	27732864	shared/sharepoint_2026-07-13/training_input_bigwig/SRR3657226.bw	13905969	4f14d7bf3e86face334f81a0cf7bdf06b1db7320cc817aa6395cac74e7b21727	True	True	Caenorhabditis elegans	him-5	mutated	hermaphrodite		L4		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Developmental transcriptomes of the two sexes in Caenorhabditis elegans during sexual maturation	PRJNA325295		L4					unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	10522001	1062722101	True	7dc9aa08344e07293ba9e13a59d026a4	1000210848	1000210848	ftp.sra.ebi.ac.uk/vol1/fastq/SRR365/006/SRR3657226/SRR3657226.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR3657227	sharepoint_2026-07-13_new439	SRR3657227	SRX1836928	SAMN05225447	SRS1496363	PRJNA325295	SRP076415	GSE83216	27732864	shared/sharepoint_2026-07-13/training_input_bigwig/SRR3657227.bw	23486946	9b03ce3f8d1787fb9a02af1705bfbc8cb8b5861dd3bdef69863f6f910a5bb75c	True	True	Caenorhabditis elegans	him-5	mutated	hermaphrodite		Young Adult		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Developmental transcriptomes of the two sexes in Caenorhabditis elegans during sexual maturation	PRJNA325295		Young Adult					unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	22177140	2239891140	True	3369b3a9ebf00f7abe9d704e52408292	2076140079	2076140079	ftp.sra.ebi.ac.uk/vol1/fastq/SRR365/007/SRR3657227/SRR3657227.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR3657228	sharepoint_2026-07-13_new439	SRR3657228	SRX1836929	SAMN05225448	SRS1496364	PRJNA325295	SRP076415	GSE83216	27732864	shared/sharepoint_2026-07-13/training_input_bigwig/SRR3657228.bw	26094653	d439f99ac2d06994224adc019b39a13772ca9c71e56b42de972c5ea7935ee4e1	True	True	Caenorhabditis elegans	him-5	mutated	hermaphrodite		Young Adult		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Developmental transcriptomes of the two sexes in Caenorhabditis elegans during sexual maturation	PRJNA325295		Young Adult					unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	23615491	2385164591	True	cb4a9d57ca2e17833d4326edd80e1a00	2233902218	2233902218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR365/008/SRR3657228/SRR3657228.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR3657229	sharepoint_2026-07-13_new439	SRR3657229	SRX1836930	SAMN05225449	SRS1496365	PRJNA325295	SRP076415	GSE83216	27732864	shared/sharepoint_2026-07-13/training_input_bigwig/SRR3657229.bw	23811443	425607c4fa8ef0f86106c033aa586cae690a975ee5d42ea925038303cb28e916	True	True	Caenorhabditis elegans	him-5	mutated	male		L3		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Developmental transcriptomes of the two sexes in Caenorhabditis elegans during sexual maturation	PRJNA325295		L3					unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	13143222	1327465422	True	33ffcf239344fe10f3983cd146af73fd	1241240233	1241240233	ftp.sra.ebi.ac.uk/vol1/fastq/SRR365/009/SRR3657229/SRR3657229.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR3657230	sharepoint_2026-07-13_new439	SRR3657230	SRX1836931	SAMN05225450	SRS1496367	PRJNA325295	SRP076415	GSE83216	27732864	shared/sharepoint_2026-07-13/training_input_bigwig/SRR3657230.bw	36106910	4edf7a1c0b57bbc08e995031eccd4a6cdc07cdf0c3c98011b56fe9d5ec81f485	True	True	Caenorhabditis elegans	him-5	mutated	male		L4		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Developmental transcriptomes of the two sexes in Caenorhabditis elegans during sexual maturation	PRJNA325295		L4					unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	34273251	3461598351	True	4867b2b550c1c6a2190dfbf759136d30	2984522980	2984522980	ftp.sra.ebi.ac.uk/vol1/fastq/SRR365/000/SRR3657230/SRR3657230.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR3657231	sharepoint_2026-07-13_new439	SRR3657231	SRX1836932	SAMN05225451	SRS1496366	PRJNA325295	SRP076415	GSE83216	27732864	shared/sharepoint_2026-07-13/training_input_bigwig/SRR3657231.bw	12981552	aec2e95c6467853ad85c9574ac79af18a027ce5cd364711de895ae22cbc2cdcc	True	True	Caenorhabditis elegans	him-5	mutated	male		L4		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Developmental transcriptomes of the two sexes in Caenorhabditis elegans during sexual maturation	PRJNA325295		L4					unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	21693963	2191090263	True	20da095b46250eebd381a1150d8e4196	2034494920	2034494920	ftp.sra.ebi.ac.uk/vol1/fastq/SRR365/001/SRR3657231/SRR3657231.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR3657232	sharepoint_2026-07-13_new439	SRR3657232	SRX1836933	SAMN05225452	SRS1496368	PRJNA325295	SRP076415	GSE83216	27732864	shared/sharepoint_2026-07-13/training_input_bigwig/SRR3657232.bw	16187717	2230f5c0e06018c29cbc014a968f201714b22234e6ca3067090dd0fc263ac978	True	True	Caenorhabditis elegans	him-5	mutated	male		Young Adult		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Developmental transcriptomes of the two sexes in Caenorhabditis elegans during sexual maturation	PRJNA325295		Young Adult					unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	15020326	1517052926	True	4fb66093a3ca4a6b817b813302d2de95	1315589865	1315589865	ftp.sra.ebi.ac.uk/vol1/fastq/SRR365/002/SRR3657232/SRR3657232.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR3657233	sharepoint_2026-07-13_new439	SRR3657233	SRX1836934	SAMN05225453	SRS1496369	PRJNA325295	SRP076415	GSE83216	27732864	shared/sharepoint_2026-07-13/training_input_bigwig/SRR3657233.bw	18295966	b7d6536c34d8100796b29e2acdfb2d6d0773692f5391ad733a4dc1ed39b4adaa	True	True	Caenorhabditis elegans	him-5	mutated	male		Young Adult		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Developmental transcriptomes of the two sexes in Caenorhabditis elegans during sexual maturation	PRJNA325295		Young Adult					unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	20477143	2068191443	True	7d3d94f054428ffabc3657080c8c391f	1883634485	1883634485	ftp.sra.ebi.ac.uk/vol1/fastq/SRR365/003/SRR3657233/SRR3657233.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719198	sharepoint_2026-07-13_new439	SRR36719198	SRX31723545	SAMN54501195	SRS27692157	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719198.bw	29831410	8ee03389bfd75b6e1d6dbb1d10586ec4854537f7c1f3ae3f0a60128ba8015cfe	True	True	Caenorhabditis elegans	mutated	mutated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	18709948	1889704748	True	b88d6cd6f1bc9c9869fa768df9a2a6c4	944905960	944905960	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/098/SRR36719198/SRR36719198.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719199	sharepoint_2026-07-13_new439	SRR36719199	SRX31723544	SAMN54501194	SRS27692156	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719199.bw	35128022	724ffaa3839a2ce8fc0ff01700e24df3b579eb6f9c3fe14be9bf775bb2ab5470	True	True	Caenorhabditis elegans	mutated	mutated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	21499404	2171439804	True	1711c8aa3af03f0b009ebad3b33836cc	1119825289	1119825289	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/099/SRR36719199/SRR36719199.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719200	sharepoint_2026-07-13_new439	SRR36719200	SRX31723543	SAMN54501193	SRS27692155	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719200.bw	29281891	33e5d4cca778405c13922ee74789a53d0a7039e15c048bef016915182466f71a	True	True	Caenorhabditis elegans	mutated	mutated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	18749194	1893668594	True	7ea448b1815adaad15528d479d54ebe9	960449258	960449258	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/000/SRR36719200/SRR36719200.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719201	sharepoint_2026-07-13_new439	SRR36719201	SRX31723542	SAMN54501192	SRS27692154	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719201.bw	28800666	60670733976263405ad89d5e4e6039ea37aec224e3bd5005b4e17c5cf7a348f9	True	True	Caenorhabditis elegans	mutated	mutated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	17732251	1790957351	True	3d66af4b5de37cf99f8cfbae5fe49806	897017093	897017093	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/001/SRR36719201/SRR36719201.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719202	sharepoint_2026-07-13_new439	SRR36719202	SRX31723541	SAMN54501190	SRS27692153	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719202.bw	29019600	89757a45ea1fbfff8dac0f424a8b40de407b14d647aff842145656c6a0207875	True	True	Caenorhabditis elegans	mutated	mutated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	17057919	1722849819	True	6d31e61aa4eb7b69c9abbe397b1f1a2d	870172216	870172216	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/002/SRR36719202/SRR36719202.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719203	sharepoint_2026-07-13_new439	SRR36719203	SRX31723540	SAMN54501190	SRS27692153	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719203.bw	30330576	37a1a20b95de147b4fdafd9bd25f7db3db43564c4184015ffc51fdc46fb798f5	True	True	Caenorhabditis elegans	mutated	mutated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	16864155	1703279655	True	4b0945059db7b0663ba5ef82b8b95755	873521157	873521157	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/003/SRR36719203/SRR36719203.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719204	sharepoint_2026-07-13_new439	SRR36719204	SRX31723539	SAMN54501189	SRS27692152	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719204.bw	29215561	244fab7196074813c74caa7322749a46e09bd00eeeae82ae92b249e1c9859d46	True	True	Caenorhabditis elegans	mutated	mutated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	16669313	1683600613	True	58421a5351b6280739883d8a0e1a418f	860221257	860221257	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/004/SRR36719204/SRR36719204.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719205	sharepoint_2026-07-13_new439	SRR36719205	SRX31723538	SAMN54501209	SRS27692151	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719205.bw	29413635	aca9d2d81d83e427c13e918654fd0fed959c6caab4ec37ad8108cfba100aba6e	True	True	Caenorhabditis elegans	mutated+treated	mutated+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	16341774	1650519174	True	3adcda251a54777ae8a6cbd0c314a6e2	851806879	851806879	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/005/SRR36719205/SRR36719205.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719206	sharepoint_2026-07-13_new439	SRR36719206	SRX31723537	SAMN54501208	SRS27692150	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719206.bw	25811287	d80664693e2e96d5962c7170ecf1cecf0ade075cc488044001d9de75393bbef6	True	True	Caenorhabditis elegans	mutated+treated	mutated+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	14388578	1453246378	True	f371861fe51f457766710131f7df0782	737640654	737640654	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/006/SRR36719206/SRR36719206.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719207	sharepoint_2026-07-13_new439	SRR36719207	SRX31723536	SAMN54501207	SRS27692149	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719207.bw	28635858	6b528b689b4f7f7d67de2e3a8fff32c0a18e860880f43a612e407ee20c547713	True	True	Caenorhabditis elegans	mutated+treated	mutated+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	16521657	1668687357	True	a8e0d7e33c4e65d86e25238d836d9f5c	855699603	855699603	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/007/SRR36719207/SRR36719207.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719208	sharepoint_2026-07-13_new439	SRR36719208	SRX31723535	SAMN54501206	SRS27692148	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719208.bw	25708316	baf5dd364f965abc4f01cb7cf43fa100168a8bac6e112f07d695be163d39609f	True	True	Caenorhabditis elegans	mutated+treated	mutated+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	12968716	1309840316	True	9d5d12e39a2c4d2705b8a4042142fba1	672980740	672980740	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/008/SRR36719208/SRR36719208.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719209	sharepoint_2026-07-13_new439	SRR36719209	SRX31723534	SAMN54501188	SRS27692147	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719209.bw	29044280	6111475e9600355b23c1bc82bd62a2bce7e9d5d0acd083b839452f4da0b5caa5	True	True	Caenorhabditis elegans	WT	WT		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	16011050	1617116050	True	213b4977dc62a3d479f8536fe6834c0a	828507257	828507257	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/009/SRR36719209/SRR36719209.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719210	sharepoint_2026-07-13_new439	SRR36719210	SRX31723533	SAMN54501205	SRS27692146	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719210.bw	24738766	e9cbac32fea833da6f2f7d739f95b5bc03fe6b4e998901d549f91c532635c074	True	True	Caenorhabditis elegans	mutated+treated	mutated+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	13925368	1406462168	True	25c175bca12722a1316c103840fdb61a	720792734	720792734	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/010/SRR36719210/SRR36719210.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719211	sharepoint_2026-07-13_new439	SRR36719211	SRX31723532	SAMN54501204	SRS27692145	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719211.bw	25116518	bc041a1a1fcbf2909ff9b0131d80081c37917f35ca91be25123f09fff6110aea	True	True	Caenorhabditis elegans	mutated+treated	mutated+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	12925443	1305469743	True	7c1c8e29bda924246ef315e68b3535fd	662768932	662768932	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/011/SRR36719211/SRR36719211.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719212	sharepoint_2026-07-13_new439	SRR36719212	SRX31723531	SAMN54501203	SRS27692144	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719212.bw	27468236	736a759b219665bd3e5cae302bddecd50e47e786f85f07420ce71f19aa640086	True	True	Caenorhabditis elegans	mutated+treated	mutated+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	14919473	1506866773	True	638beda9f4ed1aa67afb40f15bd24e24	770936800	770936800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/012/SRR36719212/SRR36719212.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719213	sharepoint_2026-07-13_new439	SRR36719213	SRX31723530	SAMN54501202	SRS27692143	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719213.bw	23939431	050b492fc23fbe1300716a82e579b4bfbb6e9e9f75595fde867e4d87db30198a	True	True	Caenorhabditis elegans	mutated+treated	mutated+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	12345408	1246886208	True	51b206c2844ea6181871af367b3bf6b0	630387571	630387571	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/013/SRR36719213/SRR36719213.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR36719214	sharepoint_2026-07-13_new439	SRR36719214	SRX31723529	SAMN54501201	SRS27692142	PRJNA1399626	SRP660539			shared/sharepoint_2026-07-13/training_input_bigwig/SRR36719214.bw	28737824	a0d2e9e0eeb3059b852b657e271f0d54524bb6b16828690afeecf01fd70b75ed	True	True	Caenorhabditis elegans	mutated+treated	mutated+treated		Whole Organism	Young Adult		RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	101	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A non-canonical role for UPR ER during heat stress in C. elegans.	PRJNA1399626		Young Adult				Whole Organism	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	16126681	1628794781	True	138ac4dff17f95d87e62def92a546daa	836899981	836899981	ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/014/SRR36719214/SRR36719214.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
