sample_uid	batch	run_accession	experiment_accession	biosample_accession	sra_sample_accession	bioproject_accession	sra_study_accession	geo_accession	pubmed_id	local_path	local_size_bytes	sha256	sha256_matches_prior_inventory	wbcel235_exact	organism	strain	genotype	sex	tissue_or_cell_type	development_stage	condition	assay	library_source	library_selection	library_layout	mean_read_length_bp_derived	read_length_status	strandedness	biological_replicate	technical_replicate	study_title	provided_data_source	sharepoint_paper_lab	provided_stage	sharepoint_stage	ena_sample_stage	provided_tissue	ena_sample_tissue	bigwig_generator	bigwig_reference_genome	bigwig_aligner	bigwig_generation_command	signal_unit	normalization_class	mathematically_convertible_without_source_reads	read_count	base_count	fastq_available	fastq_md5	fastq_file_bytes	fastq_bytes	fastq_ftp	bam_available	bam_bytes	bam_ftp	ena_query_status	metadata_conflict_flags	metadata_evidence_status	include_formal_v2	exclusion_reason
rna_seq:SRR13964575	sharepoint_2026-07-13_new439	SRR13964575	SRX10342556	SAMN18313027	SRS8461752	PRJNA714608	SRP310676	GSE168924	35102319	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13964575.bw	32672596	bb252687be7225148beda1e62bf2dfd3598af2f233438cdd53d88cdf4fa776e0	True	True	Caenorhabditis elegans	met-2(gw1660) III	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A structural role for histone methyltransferase MET-2 represses transcription independent of H3K9me catalysis [RNA-seq]	PRJNA714608		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	19055807	971846157	True	1381ee59260f0a8ef30d1980da422841	613784654	613784654	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/075/SRR13964575/SRR13964575.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13964576	sharepoint_2026-07-13_new439	SRR13964576	SRX10342556	SAMN18313027	SRS8461752	PRJNA714608	SRP310676	GSE168924	35102319	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13964576.bw	32644236	0c9e5811051683aa0b1e290866c142be45a93d100f1c8c68ce23eb0ee25ce767	True	True	Caenorhabditis elegans	met-2(gw1660) III	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A structural role for histone methyltransferase MET-2 represses transcription independent of H3K9me catalysis [RNA-seq]	PRJNA714608		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	19011201	969571251	True	79f428f46af1f2a861e366d867a4fb16	612045866	612045866	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/076/SRR13964576/SRR13964576.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13964577	sharepoint_2026-07-13_new439	SRR13964577	SRX10342556	SAMN18313027	SRS8461752	PRJNA714608	SRP310676	GSE168924	35102319	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13964577.bw	30114667	3a3a59133dffba1adceebe083a6ff4fb521241c5533765638dc725a8e377c72e	True	True	Caenorhabditis elegans	met-2(gw1660) III	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A structural role for histone methyltransferase MET-2 represses transcription independent of H3K9me catalysis [RNA-seq]	PRJNA714608		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	19282227	983393577	True	6ee007c3fd81f37457b136c77fc44bd1	590762807	590762807	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/077/SRR13964577/SRR13964577.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13964578	sharepoint_2026-07-13_new439	SRR13964578	SRX10342556	SAMN18313027	SRS8461752	PRJNA714608	SRP310676	GSE168924	35102319	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13964578.bw	30115756	2657a6acbb1467665bdbee84131931e18294ef216353168fd4dd62c3c4fc449f	True	True	Caenorhabditis elegans	met-2(gw1660) III	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A structural role for histone methyltransferase MET-2 represses transcription independent of H3K9me catalysis [RNA-seq]	PRJNA714608		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	19296304	984111504	True	97c7ac9c83557a4762e60ef1fdb2ad20	594169566	594169566	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/078/SRR13964578/SRR13964578.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13964579	sharepoint_2026-07-13_new439	SRR13964579	SRX10342557	SAMN18313026	SRS8461753	PRJNA714608	SRP310676	GSE168924	35102319	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13964579.bw	36391169	bb9cfb3398738c6ab4d6ccb5931eafd9fcd73eb01b821c277631a48395239917	True	True	Caenorhabditis elegans	met-2(gw1660) III	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A structural role for histone methyltransferase MET-2 represses transcription independent of H3K9me catalysis [RNA-seq]	PRJNA714608		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	20371547	1038948897	True	be395cc59a56b0b5461980475f06757d	667076277	667076277	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/079/SRR13964579/SRR13964579.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13964580	sharepoint_2026-07-13_new439	SRR13964580	SRX10342557	SAMN18313026	SRS8461753	PRJNA714608	SRP310676	GSE168924	35102319	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13964580.bw	36377495	33469a72fe0dfdd7125fdbdb7782f7bfde27a1e7f074be01a452b8e88ae17ab9	True	True	Caenorhabditis elegans	met-2(gw1660) III	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A structural role for histone methyltransferase MET-2 represses transcription independent of H3K9me catalysis [RNA-seq]	PRJNA714608		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	20340660	1037373660	True	38d63047cad823cfa7b5019d1f2dd9d4	665989090	665989090	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/080/SRR13964580/SRR13964580.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13964581	sharepoint_2026-07-13_new439	SRR13964581	SRX10342557	SAMN18313026	SRS8461753	PRJNA714608	SRP310676	GSE168924	35102319	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13964581.bw	35610937	3933f405ba156619322a5c58a2311b8d4baa9ca780903948efdc5cd2db09c1a5	True	True	Caenorhabditis elegans	met-2(gw1660) III	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A structural role for histone methyltransferase MET-2 represses transcription independent of H3K9me catalysis [RNA-seq]	PRJNA714608		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	18642596	950772396	True	c9cdab41ef9285a747719bf6f94e3469	624657514	624657514	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/081/SRR13964581/SRR13964581.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13964582	sharepoint_2026-07-13_new439	SRR13964582	SRX10342557	SAMN18313026	SRS8461753	PRJNA714608	SRP310676	GSE168924	35102319	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13964582.bw	35621784	670cbafb32e27d5c3dcf7e44f0d0b3fb07a2cd1cf9d328e9065461a5cb954ab7	True	True	Caenorhabditis elegans	met-2(gw1660) III	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A structural role for histone methyltransferase MET-2 represses transcription independent of H3K9me catalysis [RNA-seq]	PRJNA714608		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	18660767	951699117	True	a04b8dd163b714d0f3658e862f2683c0	627536277	627536277	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/082/SRR13964582/SRR13964582.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13964583	sharepoint_2026-07-13_new439	SRR13964583	SRX10342558	SAMN18313025	SRS8461754	PRJNA714608	SRP310676	GSE168924	35102319	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13964583.bw	36622116	a117bc7c1c821becf220f88098f8ba91dcc23efdbd14a41d4bb7b5671aa5d342	True	True	Caenorhabditis elegans	met-2(gw1660) III	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A structural role for histone methyltransferase MET-2 represses transcription independent of H3K9me catalysis [RNA-seq]	PRJNA714608		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	19452395	992072145	True	eb713513b1d7458d2875249f652ca03d	634880032	634880032	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/083/SRR13964583/SRR13964583.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13964584	sharepoint_2026-07-13_new439	SRR13964584	SRX10342558	SAMN18313025	SRS8461754	PRJNA714608	SRP310676	GSE168924	35102319	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13964584.bw	36606969	e69c07fc255cf1c34dc51f84a6df0ee2f7fc44c1ef388b897418e16b799824f5	True	True	Caenorhabditis elegans	met-2(gw1660) III	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A structural role for histone methyltransferase MET-2 represses transcription independent of H3K9me catalysis [RNA-seq]	PRJNA714608		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	19392925	989039175	True	f1845184f9625e548e5ba0e908173ebf	633027461	633027461	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/084/SRR13964584/SRR13964584.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13964585	sharepoint_2026-07-13_new439	SRR13964585	SRX10342558	SAMN18313025	SRS8461754	PRJNA714608	SRP310676	GSE168924	35102319	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13964585.bw	37962886	308db19abc6b06f3bbfedcdba9df9411c62e8a7f7618694125697c5ad10d8fa6	True	True	Caenorhabditis elegans	met-2(gw1660) III	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A structural role for histone methyltransferase MET-2 represses transcription independent of H3K9me catalysis [RNA-seq]	PRJNA714608		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	19906017	1015206867	True	153c53f354c85cbd4d41429596f67443	664124201	664124201	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/085/SRR13964585/SRR13964585.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13964586	sharepoint_2026-07-13_new439	SRR13964586	SRX10342558	SAMN18313025	SRS8461754	PRJNA714608	SRP310676	GSE168924	35102319	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13964586.bw	37993661	117911227ff6399a36680c0cf153cf6fa8780607c22075685913bb9b9a851163	True	True	Caenorhabditis elegans	met-2(gw1660) III	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	A structural role for histone methyltransferase MET-2 represses transcription independent of H3K9me catalysis [RNA-seq]	PRJNA714608		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	19930618	1016461518	True	af4715ab45bef19066275d3bee28ec5f	667252490	667252490	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/086/SRR13964586/SRR13964586.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR14191081	sharepoint_2026-07-13_new439	SRR14191081	SRX10558032	SAMN18675570	SRS8664532	PRJNA720677	SRP314086	GSE171733	35476978	shared/sharepoint_2026-07-13/training_input_bigwig/SRR14191081.bw	18753010	8514ed1212ab3988b8d01b695e2dc930b8e86a7077647fe9a8659236d248644f	True	True	Caenorhabditis elegans	lin-41(tn1541)	mutated			L4		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	74.4862	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Critical contribution of 3' non-seed base pairing to the in vivo function of the evolutionarily conserved let-7a microRNA [RNA-seq]	PRJNA720677		L4		mid L4			unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	35214672	2623007931	True	f96f171b4cf73d46044d8c5b0805bbc0	972868373	972868373	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/081/SRR14191081/SRR14191081.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR14191082	sharepoint_2026-07-13_new439	SRR14191082	SRX10558033	SAMN18675569	SRS8664533	PRJNA720677	SRP314086	GSE171733	35476978	shared/sharepoint_2026-07-13/training_input_bigwig/SRR14191082.bw	21210564	4e9fd159ba206ea8e9f47fa50fbb9581e903e4bbab4674c6ce4656798aec1d53	True	True	Caenorhabditis elegans	lin-41(tn1541)	mutated			L4		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	74.3981	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Critical contribution of 3' non-seed base pairing to the in vivo function of the evolutionarily conserved let-7a microRNA [RNA-seq]	PRJNA720677		L4		mid L4			unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	37320646	2776586159	True	42f9a109c9ef194fe102a78b2bce0892	1044216655	1044216655	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/082/SRR14191082/SRR14191082.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR14191083	sharepoint_2026-07-13_new439	SRR14191083	SRX10558034	SAMN18675568	SRS8664534	PRJNA720677	SRP314086	GSE171733	35476978	shared/sharepoint_2026-07-13/training_input_bigwig/SRR14191083.bw	12309127	9f713cf59c19c32f422639e9222523cea8013adc32db39869680df22418a01dd	True	True	Caenorhabditis elegans	lin-41(tn1541)	mutated			L4		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	74.446	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Critical contribution of 3' non-seed base pairing to the in vivo function of the evolutionarily conserved let-7a microRNA [RNA-seq]	PRJNA720677		L4		mid L4			unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	31778765	2365800381	True	7267a438c8a0640a955b09b5423f0ef5	853005572	853005572	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/083/SRR14191083/SRR14191083.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR14191084	sharepoint_2026-07-13_new439	SRR14191084	SRX10558035	SAMN18675567	SRS8664535	PRJNA720677	SRP314086	GSE171733	35476978	shared/sharepoint_2026-07-13/training_input_bigwig/SRR14191084.bw	18914631	73d3137ee741720d796a290b836844709dbb8930e5629dc80199d86f2fffa2e3	True	True	Caenorhabditis elegans	lin-41(tn1541ma480);let-7(ma432)	mutated			L4		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	74.4064	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Critical contribution of 3' non-seed base pairing to the in vivo function of the evolutionarily conserved let-7a microRNA [RNA-seq]	PRJNA720677		L4		mid L4			unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	33241342	2473368358	True	5e61e5ebc4d23868886dbf84a606cc78	934452396	934452396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/084/SRR14191084/SRR14191084.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR14191085	sharepoint_2026-07-13_new439	SRR14191085	SRX10558036	SAMN18675566	SRS8664536	PRJNA720677	SRP314086	GSE171733	35476978	shared/sharepoint_2026-07-13/training_input_bigwig/SRR14191085.bw	16419100	29b5d04fdbda1824a85af49da3e5e0c25546fd39566c207b13816b375f2e669d	True	True	Caenorhabditis elegans	lin-41(tn1541ma480);let-7(ma432)	mutated			L4		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	74.3936	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Critical contribution of 3' non-seed base pairing to the in vivo function of the evolutionarily conserved let-7a microRNA [RNA-seq]	PRJNA720677		L4		mid L4			unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	29677112	2207788469	True	8e98c933f6fc1eacd846856f9e60cc15	818656654	818656654	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/085/SRR14191085/SRR14191085.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR14191086	sharepoint_2026-07-13_new439	SRR14191086	SRX10558037	SAMN18675565	SRS8664537	PRJNA720677	SRP314086	GSE171733	35476978	shared/sharepoint_2026-07-13/training_input_bigwig/SRR14191086.bw	17354716	4d511331eeefc102715cf527f3240156c30c668f052ea9b369f701858881de44	True	True	Caenorhabditis elegans	lin-41(tn1541ma480);let-7(ma432)	mutated			L4		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	74.5093	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Critical contribution of 3' non-seed base pairing to the in vivo function of the evolutionarily conserved let-7a microRNA [RNA-seq]	PRJNA720677		L4		mid L4			unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	33050052	2462537300	True	6bffda6dabc71897a1f42f918ab260ac	912152157	912152157	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/086/SRR14191086/SRR14191086.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR14191087	sharepoint_2026-07-13_new439	SRR14191087	SRX10558038	SAMN18675564	SRS8664538	PRJNA720677	SRP314086	GSE171733	35476978	shared/sharepoint_2026-07-13/training_input_bigwig/SRR14191087.bw	21158722	6c5743a3f05d6e1df91cd49ebf5617b16fe255f9b12b1b09d305a235b6615d6e	True	True	Caenorhabditis elegans	maIs105	WT			L4		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	74.462	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Critical contribution of 3' non-seed base pairing to the in vivo function of the evolutionarily conserved let-7a microRNA [RNA-seq]	PRJNA720677		L4		mid L4			unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	32268851	2402802273	True	12f1cd678ab6a1ecc64fd564bf2ca035	925756839	925756839	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/087/SRR14191087/SRR14191087.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
